,sbj_ID,rec_id,msgs,fixations,morph_type,lst_type,target,preview,sentence,boundary_index,sentence_len,boundary_shift,pre_target,post_target,type,TextBlock,adjusted_seq,trial_issue,noshorts_seq,nolongs_seq,cleaned_seq,trial_id,GD_all,FFD_all,GPD_all,FoM_all,GD_noshortfixs,FFD_noshortfixs,GPD_noshortfixs,FoM_noshortfixs,GD_nolongfixs,FFD_nolongfixs,GPD_nolongfixs,FoM_nolongfixs,GD_cleanedfixs,FFD_cleanedfixs,GPD_cleanedfixs,FoM_cleanedfixs,trial_type
104,32,221,"['trial 105 start', 'trial 105 end']","FixationSequence[Fixation[321,530], ..., Fixation[1283,567]]",simple,2,sphere,sphere,After a while their X of influence started to increase.,19,60,-336.0,After a while their , of influence started to increase.,trial,TextBlock[After a while the...],"FixationSequence[Fixation[321,534], ..., Fixation[1283,534]]",N,"FixationSequence[Fixation[321,534], ..., Fixation[1283,534]]","FixationSequence[Fixation[365,534], ..., Fixation[1283,534]]","FixationSequence[Fixation[365,534], ..., Fixation[1283,534]]",105.0,423.0,201.0,423.0,201.0,423.0,201.0,423.0,201.0,423.0,201.0,423.0,201.0,423.0,201.0,423.0,201.0,identical
105,32,222,"['trial 106 start', 'trial 106 end']","FixationSequence[Fixation[326,533], ..., Fixation[1228,563]]",simple,4,sponge,spugna,A large square X sat on the side of the kitchen sink.,14,58,-416.0,A large square , sat on the side of the kitchen sink.,trial,TextBlock[A large square sp...],"FixationSequence[Fixation[326,534], ..., Fixation[1228,534]]",N,"FixationSequence[Fixation[326,534], ..., Fixation[1259,534]]","FixationSequence[Fixation[326,534], ..., Fixation[1228,534]]","FixationSequence[Fixation[326,534], ..., Fixation[1259,534]]",106.0,264.0,264.0,771.0,,264.0,264.0,771.0,,264.0,264.0,771.0,,264.0,264.0,771.0,,cognate
106,32,229,"['trial 107 start', 'trial 107 end']","FixationSequence[Fixation[322,540], ..., Fixation[1441,567]]",complex,1,historic,historic,What an excitingly X setting for the last race of the season.,18,68,-352.0,What an excitingly , setting for the last race of the season.,trial,TextBlock[What an excitingl...],"FixationSequence[Fixation[322,534], ..., Fixation[1441,534]]",N,"FixationSequence[Fixation[322,534], ..., Fixation[1441,534]]","FixationSequence[Fixation[391,534], ..., Fixation[1441,534]]","FixationSequence[Fixation[391,534], ..., Fixation[1441,534]]",107.0,301.0,301.0,301.0,,301.0,301.0,301.0,,301.0,301.0,301.0,,301.0,301.0,301.0,,identical
107,32,230,"['trial 108 start', 'trial 108 end']","FixationSequence[Fixation[320,533], ..., Fixation[1269,572]]",simple,1,hygiene,hygiene,The bags contained X items for the earthquake victims.,18,60,-352.0,The bags contained , items for the earthquake victims.,trial,TextBlock[The bags containe...],"FixationSequence[Fixation[320,534], ..., Fixation[1269,534]]",N,"FixationSequence[Fixation[320,534], ..., Fixation[1294,534]]","FixationSequence[Fixation[364,534], ..., Fixation[1269,534]]","FixationSequence[Fixation[364,534], ..., Fixation[1294,534]]",108.0,228.0,228.0,228.0,,228.0,228.0,228.0,,228.0,228.0,228.0,,228.0,228.0,228.0,,identical
108,32,231,"['trial 109 start', 'trial 109 end']","FixationSequence[Fixation[330,528], ..., Fixation[1516,561]]",complex,2,asthmatic,xvbwkgqly,Children often experience X attacks as a result of tobacco smoke.,25,73,-240.0,Children often experience , attacks as a result of tobacco smoke.,trial,TextBlock[Children often ex...],"FixationSequence[Fixation[330,534], ..., Fixation[1516,534]]",N,"FixationSequence[Fixation[330,534], ..., Fixation[1516,534]]","FixationSequence[Fixation[330,534], ..., Fixation[1516,534]]","FixationSequence[Fixation[330,534], ..., Fixation[1516,534]]",109.0,474.0,279.0,474.0,279.0,474.0,279.0,474.0,279.0,474.0,279.0,474.0,279.0,474.0,279.0,474.0,279.0,illegal_nonword
109,32,232,"['trial 110 start', 'trial 110 end']","FixationSequence[Fixation[320,532], ..., Fixation[1433,560]]",complex,4,romantics,pvswfkdtb,All of those X out there believe that her lover married her.,12,68,-448.0,All of those , out there believe that her lover married her.,trial,TextBlock[All of those roma...],"FixationSequence[Fixation[320,534], ..., Fixation[1433,534]]",N,"FixationSequence[Fixation[320,534], ..., Fixation[1433,534]]","FixationSequence[Fixation[320,534], ..., Fixation[1433,534]]","FixationSequence[Fixation[320,534], ..., Fixation[1433,534]]",110.0,448.0,330.0,448.0,330.0,448.0,330.0,448.0,330.0,448.0,330.0,448.0,330.0,448.0,330.0,448.0,330.0,illegal_nonword
110,32,236,"['trial 111 start', 'trial 111 end']","FixationSequence[Fixation[314,532], ..., Fixation[1420,561]]",simple,4,throne,trono ,The small purple X for the prince sat at the head of his table.,16,68,-384.0,The small purple , for the prince sat at the head of his table.,trial,TextBlock[The small purple ...],"FixationSequence[Fixation[314,534], ..., Fixation[1420,534]]",N,"FixationSequence[Fixation[314,534], ..., Fixation[1420,534]]","FixationSequence[Fixation[368,534], ..., Fixation[1420,534]]","FixationSequence[Fixation[368,534], ..., Fixation[1420,534]]",111.0,499.0,143.0,865.0,143.0,499.0,143.0,865.0,143.0,499.0,143.0,865.0,143.0,499.0,143.0,865.0,143.0,cognate
111,32,240,"['trial 112 start', 'trial 112 end']","FixationSequence[Fixation[319,540], ..., Fixation[1393,574]]",simple,3,theorem,teorema,This is an impossible X for us to prove in a traditional way.,21,67,-304.0,This is an impossible , for us to prove in a traditional way.,trial,TextBlock[This is an imposs...],"FixationSequence[Fixation[319,534], ..., Fixation[1393,534]]",N,"FixationSequence[Fixation[319,534], ..., Fixation[1422,534]]","FixationSequence[Fixation[319,534], ..., Fixation[1393,534]]","FixationSequence[Fixation[319,534], ..., Fixation[1422,534]]",112.0,799.0,424.0,799.0,424.0,799.0,424.0,799.0,424.0,799.0,424.0,799.0,424.0,799.0,424.0,799.0,424.0,cognate
112,32,241,"['trial 113 start', 'trial 113 end']","FixationSequence[Fixation[318,540], ..., Fixation[1549,564]]",complex,3,violence,vielerce,Let's talk about X in a home environment between parents.,16,64,-384.0,Let's talk about , in a home environment between parents.,trial,TextBlock[Let's talk about ...],"FixationSequence[Fixation[318,534], ..., Fixation[1549,534]]",N,"FixationSequence[Fixation[318,534], ..., Fixation[1384,534]]","FixationSequence[Fixation[318,534], ..., Fixation[1549,534]]","FixationSequence[Fixation[318,534], ..., Fixation[1384,534]]",113.0,605.0,393.0,605.0,393.0,605.0,393.0,605.0,393.0,605.0,393.0,605.0,393.0,605.0,393.0,605.0,393.0,legal_nonword
113,32,242,"['trial 114 start', 'trial 114 end']","FixationSequence[Fixation[322,533], ..., Fixation[1308,578]]",complex,4,density,densità,Our bodies are the right X not to float away into space.,24,62,-256.0,Our bodies are the right , not to float away into space.,trial,TextBlock[Our bodies are th...],"FixationSequence[Fixation[322,534], ..., Fixation[1308,534]]",N,"FixationSequence[Fixation[322,534], ..., Fixation[1308,534]]","FixationSequence[Fixation[398,534], ..., Fixation[1308,534]]","FixationSequence[Fixation[398,534], ..., Fixation[1308,534]]",114.0,409.0,202.0,409.0,202.0,409.0,202.0,409.0,202.0,409.0,202.0,409.0,202.0,409.0,202.0,409.0,202.0,cognate
114,32,243,"['trial 115 start', 'trial 115 end']","FixationSequence[Fixation[326,535], ..., Fixation[1377,574]]",complex,2,bandages,bandages,There were clean X left on the floor of the hospital.,16,60,-384.0,There were clean , left on the floor of the hospital.,trial,TextBlock[There were clean ...],"FixationSequence[Fixation[326,534], ..., Fixation[1377,534]]",N,"FixationSequence[Fixation[326,534], ..., Fixation[1377,534]]","FixationSequence[Fixation[390,534], ..., Fixation[1377,534]]","FixationSequence[Fixation[390,534], ..., Fixation[1377,534]]",115.0,385.0,253.0,385.0,253.0,385.0,253.0,385.0,253.0,385.0,253.0,385.0,253.0,385.0,253.0,385.0,253.0,identical
115,32,244,"['trial 116 start', 'trial 116 end']","FixationSequence[Fixation[329,537], ..., Fixation[1393,564]]",complex,3,audible,aifible,The dog is definitely X when he spots a cat down the street.,21,66,-304.0,The dog is definitely , when he spots a cat down the street.,trial,TextBlock[The dog is defini...],"FixationSequence[Fixation[329,534], ..., Fixation[1393,534]]",N,"FixationSequence[Fixation[329,534], ..., Fixation[1393,534]]","FixationSequence[Fixation[359,534], ..., Fixation[1393,534]]","FixationSequence[Fixation[418,534], ..., Fixation[1393,534]]",116.0,523.0,374.0,920.0,374.0,523.0,374.0,920.0,374.0,523.0,374.0,920.0,374.0,523.0,374.0,920.0,374.0,legal_nonword
116,32,245,"['trial 117 start', 'trial 117 end']","FixationSequence[Fixation[326,528], ..., Fixation[1526,565]]",simple,3,horror,orpora,Think of it as a typical X film where the monsters end up defeated.,24,72,-256.0,Think of it as a typical , film where the monsters end up defeated.,trial,TextBlock[Think of it as a ...],"FixationSequence[Fixation[326,534], ..., Fixation[1526,534]]",N,"FixationSequence[Fixation[326,534], ..., Fixation[1526,534]]","FixationSequence[Fixation[392,534], ..., Fixation[1526,534]]","FixationSequence[Fixation[392,534], ..., Fixation[1526,534]]",117.0,284.0,284.0,284.0,,284.0,284.0,284.0,,284.0,284.0,284.0,,284.0,284.0,284.0,,legal_nonword
117,32,246,"['trial 118 start', 'trial 118 end']","FixationSequence[Fixation[323,529], ..., Fixation[1125,566]]",simple,1,surprise,surprise,I hope your X isn't going to be spoiled.,11,47,-464.0,I hope your , isn't going to be spoiled.,trial,TextBlock[I hope your surpr...],"FixationSequence[Fixation[323,534], ..., Fixation[1125,534]]",N,"FixationSequence[Fixation[323,534], ..., Fixation[1269,534]]","FixationSequence[Fixation[323,534], ..., Fixation[1125,534]]","FixationSequence[Fixation[323,534], ..., Fixation[1269,534]]",118.0,398.0,163.0,398.0,163.0,398.0,163.0,398.0,163.0,398.0,163.0,398.0,163.0,398.0,163.0,398.0,163.0,identical
118,32,250,"['trial 119 start', 'trial 119 end']","FixationSequence[Fixation[326,542], ..., Fixation[1320,582]]",complex,4,firmness,btjwqdyl,She detected an unusual X during a routine examination.,23,62,-272.0,She detected an unusual , during a routine examination.,trial,TextBlock[She detected an u...],"FixationSequence[Fixation[326,534], ..., Fixation[1320,534]]",N,"FixationSequence[Fixation[326,534], ..., Fixation[1358,534]]","FixationSequence[Fixation[326,534], ..., Fixation[1320,534]]","FixationSequence[Fixation[326,534], ..., Fixation[1358,534]]",119.0,197.0,197.0,459.0,,197.0,197.0,398.0,,197.0,197.0,459.0,,197.0,197.0,398.0,,illegal_nonword
119,32,251,"['trial 120 start', 'trial 120 end']","FixationSequence[Fixation[325,529], ..., Fixation[1293,565]]",complex,4,northern,nordico ,It's actually between X Spain and the south of France.,21,61,-304.0,It's actually between , Spain and the south of France.,trial,TextBlock[It's actually bet...],"FixationSequence[Fixation[325,534], ..., Fixation[1293,534]]",N,"FixationSequence[Fixation[325,534], ..., Fixation[1293,534]]","FixationSequence[Fixation[325,534], ..., Fixation[1293,534]]","FixationSequence[Fixation[325,534], ..., Fixation[1293,534]]",120.0,514.0,394.0,514.0,394.0,514.0,394.0,514.0,394.0,514.0,394.0,514.0,394.0,514.0,394.0,514.0,394.0,cognate
120,32,255,"['trial 121 start', 'trial 121 end']","FixationSequence[Fixation[324,538], ..., Fixation[1364,556]]",simple,1,paddle,paddle,We looked for the missing X all day but couldn't find it.,25,62,-240.0,We looked for the missing , all day but couldn't find it.,trial,TextBlock[We looked for the...],"FixationSequence[Fixation[324,534], ..., Fixation[1364,534]]",N,"FixationSequence[Fixation[324,534], ..., Fixation[1364,534]]","FixationSequence[Fixation[363,534], ..., Fixation[1364,534]]","FixationSequence[Fixation[363,534], ..., Fixation[1364,534]]",121.0,551.0,238.0,551.0,238.0,510.0,238.0,510.0,238.0,551.0,238.0,551.0,238.0,510.0,238.0,510.0,238.0,identical
121,32,256,"['trial 122 start', 'trial 122 end']","FixationSequence[Fixation[324,533], ..., Fixation[1535,547]]",simple,1,molecule,maledule,For the journey every X will be reused in this sustainable spaceship.,21,76,-304.0,For the journey every , will be reused in this sustainable spaceship.,trial,TextBlock[For the journey e...],"FixationSequence[Fixation[324,534], ..., Fixation[1535,534]]",N,"FixationSequence[Fixation[324,534], ..., Fixation[1535,534]]","FixationSequence[Fixation[397,534], ..., Fixation[1535,534]]","FixationSequence[Fixation[397,534], ..., Fixation[1535,534]]",122.0,434.0,226.0,434.0,226.0,434.0,226.0,434.0,226.0,434.0,226.0,434.0,226.0,434.0,226.0,434.0,226.0,legal_nonword
122,32,257,"['trial 123 start', 'trial 123 end']","FixationSequence[Fixation[329,534], ..., Fixation[1431,541]]",simple,3,theorem,cheorea,It is a solid X now despite the time it took to prove it.,13,63,-432.0,It is a solid , now despite the time it took to prove it.,trial,TextBlock[It is a solid the...],"FixationSequence[Fixation[329,534], ..., Fixation[1431,534]]",N,"FixationSequence[Fixation[329,534], ..., Fixation[1431,534]]","FixationSequence[Fixation[394,534], ..., Fixation[1431,534]]","FixationSequence[Fixation[394,534], ..., Fixation[1431,534]]",123.0,452.0,200.0,452.0,200.0,452.0,200.0,452.0,200.0,452.0,200.0,452.0,200.0,452.0,200.0,452.0,200.0,legal_nonword
123,32,261,"['trial 124 start', 'trial 124 end']","FixationSequence[Fixation[326,558], ..., Fixation[1591,561]]",complex,3,signals,segnali,He continued to display X on the side of the field to motivate players.,23,77,-272.0,He continued to display , on the side of the field to motivate players.,trial,TextBlock[He continued to d...],"FixationSequence[Fixation[326,534], ..., Fixation[1591,534]]",N,"FixationSequence[Fixation[326,534], ..., Fixation[1591,534]]","FixationSequence[Fixation[326,534], ..., Fixation[1591,534]]","FixationSequence[Fixation[326,534], ..., Fixation[1591,534]]",124.0,329.0,329.0,329.0,,329.0,329.0,329.0,,329.0,329.0,329.0,,329.0,329.0,329.0,,cognate
124,32,262,"['trial 125 start', 'trial 125 end']","FixationSequence[Fixation[318,534], ..., Fixation[1383,552]]",complex,1,fortress,fortress,She told us about the black X on a hill above all the land.,27,66,-208.0,She told us about the black , on a hill above all the land.,trial,TextBlock[She told us about...],"FixationSequence[Fixation[318,534], ..., Fixation[1383,534]]",N,"FixationSequence[Fixation[318,534], ..., Fixation[1383,534]]","FixationSequence[Fixation[362,534], ..., Fixation[1383,534]]","FixationSequence[Fixation[362,534], ..., Fixation[1383,534]]",125.0,452.0,202.0,452.0,202.0,452.0,202.0,452.0,202.0,452.0,202.0,452.0,202.0,452.0,202.0,452.0,202.0,identical
125,32,263,"['trial 126 start', 'trial 126 end']","FixationSequence[Fixation[326,538], ..., Fixation[1339,557]]",simple,3,spinach,spinaci,The look of the brownish X didn't appeal to him at all.,24,61,-256.0,The look of the brownish , didn't appeal to him at all.,trial,TextBlock[The look of the b...],"FixationSequence[Fixation[326,534], ..., Fixation[1339,534]]",N,"FixationSequence[Fixation[326,534], ..., Fixation[1339,534]]","FixationSequence[Fixation[326,534], ..., Fixation[1339,534]]","FixationSequence[Fixation[326,534], ..., Fixation[1339,534]]",126.0,337.0,240.0,337.0,240.0,337.0,240.0,337.0,240.0,337.0,240.0,337.0,240.0,337.0,240.0,337.0,240.0,cognate
126,32,264,"['trial 127 start', 'trial 127 end']","FixationSequence[Fixation[325,541], ..., Fixation[1377,577]]",complex,1,greatness,greatness,Make your way towards X by pushing yourself to be better.,21,65,-304.0,Make your way towards , by pushing yourself to be better.,trial,TextBlock[Make your way tow...],"FixationSequence[Fixation[325,534], ..., Fixation[1377,534]]",N,"FixationSequence[Fixation[325,534], ..., Fixation[1377,534]]","FixationSequence[Fixation[384,534], ..., Fixation[1377,534]]","FixationSequence[Fixation[384,534], ..., Fixation[1377,534]]",127.0,462.0,160.0,462.0,160.0,462.0,160.0,462.0,160.0,462.0,160.0,462.0,160.0,462.0,160.0,462.0,160.0,identical
127,32,265,"['trial 128 start', 'trial 128 end']","FixationSequence[Fixation[321,539], ..., Fixation[1418,567]]",complex,3,vigilance,vigilanza,I appreciate your tireless X in getting the truth out there.,26,68,-224.0,I appreciate your tireless , in getting the truth out there.,trial,TextBlock[I appreciate your...],"FixationSequence[Fixation[321,534], ..., Fixation[1418,534]]",N,"FixationSequence[Fixation[321,534], ..., Fixation[1418,534]]","FixationSequence[Fixation[385,534], ..., Fixation[1418,534]]","FixationSequence[Fixation[385,534], ..., Fixation[1418,534]]",128.0,358.0,195.0,358.0,195.0,358.0,195.0,358.0,195.0,358.0,195.0,358.0,195.0,358.0,195.0,358.0,195.0,cognate
0,33,17,"['trial 1 start', 'trial 1 end']","FixationSequence[Fixation[312,534], ..., Fixation[1331,549]]",complex,4,jealousy,gelosia ,They displayed a certain X over Audrey's sudden freedom.,24,63,-256.0,They displayed a certain , over Audrey's sudden freedom.,trial,TextBlock[They displayed a ...],"FixationSequence[Fixation[312,534], ..., Fixation[1331,534]]",N,"FixationSequence[Fixation[312,534], ..., Fixation[1331,534]]","FixationSequence[Fixation[312,534], ..., Fixation[1331,534]]","FixationSequence[Fixation[312,534], ..., Fixation[1331,534]]",1.0,471.0,262.0,471.0,262.0,471.0,262.0,471.0,262.0,471.0,262.0,471.0,262.0,471.0,262.0,471.0,262.0,cognate
1,33,21,"['trial 2 start', 'trial 2 end']","FixationSequence[Fixation[293,543], ..., Fixation[1492,615]]",complex,1,european,erropea ,That's a very X point of view on recycling.,13,50,-432.0,That's a very , point of view on recycling.,trial,TextBlock[That's a very eur...],"FixationSequence[Fixation[293,534], ..., Fixation[1492,534]]",N,"FixationSequence[Fixation[293,534], ..., Fixation[1492,534]]","FixationSequence[Fixation[293,534], ..., Fixation[1492,534]]","FixationSequence[Fixation[293,534], ..., Fixation[1492,534]]",2.0,830.0,271.0,830.0,271.0,830.0,271.0,830.0,271.0,830.0,271.0,830.0,271.0,830.0,271.0,830.0,271.0,legal_nonword
2,33,25,"['trial 3 start', 'trial 3 end']","FixationSequence[Fixation[293,541], ..., Fixation[1618,621]]",complex,1,density,donsiti,We need the right X of reflective bits to decrease solar radiation.,17,73,-368.0,We need the right , of reflective bits to decrease solar radiation.,trial,TextBlock[We need the right...],"FixationSequence[Fixation[293,534], ..., Fixation[1618,534]]",N-1_SKIP,"FixationSequence[Fixation[293,534], ..., Fixation[1618,534]]","FixationSequence[Fixation[289,534], ..., Fixation[1618,534]]","FixationSequence[Fixation[289,534], ..., Fixation[1618,534]]",,,,,,,,,,,,,,,,,,legal_nonword
3,33,26,"['trial 4 start', 'trial 4 end']","FixationSequence[Fixation[292,541], ..., Fixation[1646,742]]",complex,2,zealous,zealous,Some people are more X than others at church.,20,51,-320.0,Some people are more , than others at church.,trial,TextBlock[Some people are m...],"FixationSequence[Fixation[292,534], ..., Fixation[1646,534]]",N,"FixationSequence[Fixation[292,534], ..., Fixation[1646,534]]","FixationSequence[Fixation[292,534], ..., Fixation[1646,534]]","FixationSequence[Fixation[292,534], ..., Fixation[1646,534]]",4.0,336.0,336.0,336.0,,336.0,336.0,336.0,,336.0,336.0,336.0,,336.0,336.0,336.0,,identical
4,33,27,"['trial 5 start', 'trial 5 end']","FixationSequence[Fixation[299,540], ..., Fixation[1525,756]]",simple,2,surprise,surprise,I hope your X isn't going to be spoiled.,11,47,-464.0,I hope your , isn't going to be spoiled.,trial,TextBlock[I hope your surpr...],"FixationSequence[Fixation[299,534], ..., Fixation[1525,534]]",N-1_SKIP,"FixationSequence[Fixation[299,534], ..., Fixation[1525,534]]","FixationSequence[Fixation[299,534], ..., Fixation[1525,534]]","FixationSequence[Fixation[299,534], ..., Fixation[1525,534]]",,,,,,,,,,,,,,,,,,identical
5,33,28,"['trial 6 start', 'trial 6 end']","FixationSequence[Fixation[305,536], ..., Fixation[1693,673]]",complex,4,eruption,yhsdcqjk,A completely unexpected X from the moka sprayed coffee on the walls.,23,75,-272.0,A completely unexpected , from the moka sprayed coffee on the walls.,trial,TextBlock[A completely unex...],"FixationSequence[Fixation[305,534], ..., Fixation[1693,534]]",N,"FixationSequence[Fixation[305,534], ..., Fixation[1693,534]]","FixationSequence[Fixation[305,534], ..., Fixation[1693,534]]","FixationSequence[Fixation[305,534], ..., Fixation[1693,534]]",6.0,381.0,381.0,381.0,,381.0,381.0,381.0,,381.0,381.0,381.0,,381.0,381.0,381.0,,illegal_nonword
6,33,29,"['trial 7 start', 'trial 7 end']","FixationSequence[Fixation[328,550], ..., Fixation[1590,577]]",simple,3,genius,ganis ,She is one of those X characters who don't work hard but succeed anyway.,19,77,-336.0,She is one of those , characters who don't work hard but succeed anyway.,trial,TextBlock[She is one of tho...],"FixationSequence[Fixation[328,534], ..., Fixation[1590,534]]",N,"FixationSequence[Fixation[328,534], ..., Fixation[1590,534]]","FixationSequence[Fixation[328,534], ..., Fixation[1590,534]]","FixationSequence[Fixation[328,534], ..., Fixation[1590,534]]",7.0,262.0,262.0,262.0,,262.0,262.0,262.0,,262.0,262.0,262.0,,262.0,262.0,262.0,,legal_nonword
7,33,33,"['trial 8 start', 'trial 8 end']","FixationSequence[Fixation[292,536], ..., Fixation[1231,554]]",simple,3,island,isola ,The beauty of this amazing X is one of my best memories.,26,61,-224.0,The beauty of this amazing , is one of my best memories.,trial,TextBlock[The beauty of thi...],"FixationSequence[Fixation[292,534], ..., Fixation[1231,534]]",N,"FixationSequence[Fixation[292,534], ..., Fixation[1231,534]]","FixationSequence[Fixation[292,534], ..., Fixation[1231,534]]","FixationSequence[Fixation[292,534], ..., Fixation[1231,534]]",8.0,337.0,337.0,337.0,,337.0,337.0,337.0,,337.0,337.0,337.0,,337.0,337.0,337.0,,cognate
8,33,34,"['trial 9 start', 'trial 9 end']","FixationSequence[Fixation[292,541], ..., Fixation[1525,711]]",complex,3,asthmatic,asmatico ,He quickly became X and had trouble breathing.,17,54,-368.0,He quickly became , and had trouble breathing.,trial,TextBlock[He quickly became...],"FixationSequence[Fixation[292,534], ..., Fixation[1525,534]]",N,"FixationSequence[Fixation[292,534], ..., Fixation[1525,534]]","FixationSequence[Fixation[292,534], ..., Fixation[1525,534]]","FixationSequence[Fixation[292,534], ..., Fixation[1525,534]]",9.0,423.0,279.0,423.0,279.0,423.0,279.0,423.0,279.0,423.0,279.0,423.0,279.0,423.0,279.0,423.0,279.0,cognate
9,33,35,"['trial 10 start', 'trial 10 end']","FixationSequence[Fixation[300,551], ..., Fixation[1642,772]]",simple,3,parcel,capel ,Jane recognised the bright X containing the books she had ordered.,26,71,-224.0,Jane recognised the bright , containing the books she had ordered.,trial,TextBlock[Jane recognised t...],"FixationSequence[Fixation[300,534], ..., Fixation[1642,534]]",N,"FixationSequence[Fixation[300,534], ..., Fixation[1452,534]]","FixationSequence[Fixation[300,534], ..., Fixation[1642,534]]","FixationSequence[Fixation[300,534], ..., Fixation[1452,534]]",10.0,257.0,257.0,257.0,,257.0,257.0,257.0,,257.0,257.0,257.0,,257.0,257.0,257.0,,legal_nonword
10,33,36,"['trial 11 start', 'trial 11 end']","FixationSequence[Fixation[299,542], ..., Fixation[1649,682]]",complex,2,pianists,zhwvjlmx,It's impressive how effortlessly X improvise when playing jazz.,32,70,-128.0,It's impressive how effortlessly , improvise when playing jazz.,trial,TextBlock[It's impressive h...],"FixationSequence[Fixation[299,534], ..., Fixation[1649,534]]",N,"FixationSequence[Fixation[299,534], ..., Fixation[1649,534]]","FixationSequence[Fixation[299,534], ..., Fixation[1649,534]]","FixationSequence[Fixation[299,534], ..., Fixation[1649,534]]",11.0,563.0,293.0,563.0,293.0,563.0,293.0,563.0,293.0,563.0,293.0,563.0,293.0,563.0,293.0,563.0,293.0,illegal_nonword
11,33,37,"['trial 12 start', 'trial 12 end']","FixationSequence[Fixation[291,540], ..., Fixation[1627,650]]",complex,2,greatness,wxlmhfyvk,George is exceptional at seeing X in someone young and training them.,31,77,-144.0,George is exceptional at seeing , in someone young and training them.,trial,TextBlock[George is excepti...],"FixationSequence[Fixation[291,534], ..., Fixation[1627,534]]",N,"FixationSequence[Fixation[291,534], ..., Fixation[1627,534]]","FixationSequence[Fixation[291,534], ..., Fixation[1627,534]]","FixationSequence[Fixation[291,534], ..., Fixation[1627,534]]",12.0,406.0,237.0,406.0,237.0,406.0,237.0,406.0,237.0,406.0,237.0,406.0,237.0,406.0,237.0,406.0,237.0,illegal_nonword
12,33,38,"['trial 13 start', 'trial 13 end']","FixationSequence[Fixation[314,544], ..., Fixation[1602,648]]",complex,3,genetics,gedetici,That is partly about X and partly about how you were raised.,20,67,-320.0,That is partly about , and partly about how you were raised.,trial,TextBlock[That is partly ab...],"FixationSequence[Fixation[314,534], ..., Fixation[1602,534]]",N,"FixationSequence[Fixation[314,534], ..., Fixation[1443,534]]","FixationSequence[Fixation[314,534], ..., Fixation[1602,534]]","FixationSequence[Fixation[314,534], ..., Fixation[1443,534]]",13.0,284.0,284.0,284.0,,284.0,284.0,284.0,,284.0,284.0,284.0,,284.0,284.0,284.0,,legal_nonword
13,33,39,"['trial 14 start', 'trial 14 end']","FixationSequence[Fixation[316,546], ..., Fixation[1480,645]]",simple,1,hybrid,hybrid,The most recent X cars are even more fuel-efficient.,15,57,-400.0,The most recent , cars are even more fuel-efficient.,trial,TextBlock[The most recent h...],"FixationSequence[Fixation[316,534], ..., Fixation[1480,534]]",N,"FixationSequence[Fixation[316,534], ..., Fixation[1480,534]]","FixationSequence[Fixation[316,534], ..., Fixation[1480,534]]","FixationSequence[Fixation[316,534], ..., Fixation[1480,534]]",14.0,209.0,209.0,209.0,,209.0,209.0,209.0,,209.0,209.0,209.0,,209.0,209.0,209.0,,identical
14,33,40,"['trial 15 start', 'trial 15 end']","FixationSequence[Fixation[310,544], ..., Fixation[1570,597]]",simple,3,island,ipand ,Our own little X of personal space is our table in the restaurant.,14,71,-416.0,Our own little , of personal space is our table in the restaurant.,trial,TextBlock[Our own little is...],"FixationSequence[Fixation[310,534], ..., Fixation[1570,534]]",N,"FixationSequence[Fixation[310,534], ..., Fixation[1570,534]]","FixationSequence[Fixation[310,534], ..., Fixation[1570,534]]","FixationSequence[Fixation[310,534], ..., Fixation[1570,534]]",15.0,346.0,346.0,346.0,,346.0,346.0,346.0,,346.0,346.0,346.0,,346.0,346.0,346.0,,legal_nonword
15,33,41,"['trial 16 start', 'trial 16 end']","FixationSequence[Fixation[302,540], ..., Fixation[1498,733]]",complex,4,glorious,qnvyzfkt,He would have been truly X as a king in his prime.,24,57,-256.0,He would have been truly , as a king in his prime.,trial,TextBlock[He would have bee...],"FixationSequence[Fixation[302,534], ..., Fixation[1498,534]]",N,"FixationSequence[Fixation[302,534], ..., Fixation[1498,534]]","FixationSequence[Fixation[360,534], ..., Fixation[1498,534]]","FixationSequence[Fixation[360,534], ..., Fixation[1498,534]]",16.0,321.0,321.0,321.0,,321.0,321.0,321.0,,321.0,321.0,321.0,,321.0,321.0,321.0,,illegal_nonword
16,33,42,"['trial 17 start', 'trial 17 end']","FixationSequence[Fixation[301,546], ..., Fixation[1515,653]]",simple,4,horror,orrore,"We all have interesting X stories we can tell, don't we?",23,61,-272.0,We all have interesting ," stories we can tell, don't we?",trial,TextBlock[We all have inter...],"FixationSequence[Fixation[301,534], ..., Fixation[1515,534]]",N,"FixationSequence[Fixation[301,534], ..., Fixation[1515,534]]","FixationSequence[Fixation[301,534], ..., Fixation[1515,534]]","FixationSequence[Fixation[301,534], ..., Fixation[1515,534]]",17.0,231.0,231.0,231.0,,231.0,231.0,231.0,,231.0,231.0,231.0,,231.0,231.0,231.0,,cognate
